"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"Kinogumissee","49.8","-84","276","America/Thunder_Bay","5","71832","6075543"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
1862-09-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,2.22,NA,NA
1862-09-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
1862-09-13 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
1862-09-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1862-09-13 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-13 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-13 14:00:00,NA,NA,NA,NA,NA,NA,NA,10,NA,NA
1862-09-13 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1862-09-13 21:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,6.11,NA,NA
1862-09-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1862-09-14 07:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,7.22,NA,NA
1862-09-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1862-09-14 14:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,14.44,NA,NA
1862-09-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1862-09-14 21:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,11.11,NA,NA
1862-09-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1862-09-15 07:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,8.89,NA,NA
1862-09-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1862-09-15 14:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,9.44,NA,NA
1862-09-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1862-09-15 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,6.11,NA,NA
1862-09-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1862-09-16 07:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,4.44,NA,NA
1862-09-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1862-09-16 14:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,17.22,NA,NA
1862-09-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1862-09-16 21:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,10.56,NA,NA
1862-09-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1862-09-17 07:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,8.89,NA,NA
1862-09-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1862-09-17 14:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,11.67,NA,NA
1862-09-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
1862-09-17 21:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,13.89,NA,NA
1862-09-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1862-09-18 07:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,13.89,NA,NA
1862-09-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1862-09-18 14:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,16.11,NA,NA
1862-09-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
1862-09-18 21:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,11.11,NA,NA
1862-09-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1862-09-19 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,3.33,NA,NA
1862-09-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
1862-09-19 14:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,11.67,NA,NA
1862-09-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1862-09-19 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,3.89,NA,NA
1862-09-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1862-09-20 07:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,7.22,NA,NA
1862-09-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
1862-09-20 14:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,14.44,NA,NA
1862-09-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
1862-09-20 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,7.22,NA,NA
1862-09-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1862-09-21 07:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,2.78,NA,NA
1862-09-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
1862-09-21 14:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,14.44,NA,NA
1862-09-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
1862-09-21 21:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,13.89,NA,NA
1862-09-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
1862-09-22 07:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,15,NA,NA
1862-09-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
1862-09-22 14:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,21.67,NA,NA
1862-09-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
1862-09-22 21:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,15,NA,NA
1862-09-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1862-09-23 07:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,13.89,NA,NA
1862-09-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
1862-09-23 14:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,11.11,NA,NA
1862-09-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
1862-09-23 21:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,6.67,NA,NA
1862-09-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
1862-09-24 07:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA
1862-09-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1862-09-24 14:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,10,NA,NA
1862-09-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1862-09-24 21:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,8.89,NA,NA
1862-09-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
1862-09-25 07:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,10,NA,NA
1862-09-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1862-09-25 14:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,16.11,NA,NA
1862-09-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
1862-09-25 21:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,12.22,NA,NA
1862-09-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
1862-09-26 07:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,9.44,NA,NA
1862-09-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1862-09-26 14:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,20.56,NA,NA
1862-09-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
1862-09-26 21:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,14.44,NA,NA
1862-09-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1862-09-27 07:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA
1862-09-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
1862-09-27 14:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,20.56,NA,NA
1862-09-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
1862-09-27 21:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,13.89,NA,NA
1862-09-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
1862-09-28 07:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,11.67,NA,NA
1862-09-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
1862-09-28 14:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,18.89,NA,NA
1862-09-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1862-09-28 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,12.78,NA,NA
1862-09-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
1862-09-29 07:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA
1862-09-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
1862-09-29 14:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,7.78,NA,NA
1862-09-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
1862-09-29 21:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,9.44,NA,NA
1862-09-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1862-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-30 07:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA
1862-09-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1862-09-30 14:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,7.22,NA,NA
1862-09-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1862-09-30 21:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-09-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,3.33,NA,NA
1862-09-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
1862-10-01 07:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,-0.56,NA,NA
1862-10-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1862-10-01 14:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,19.44,NA,NA
1862-10-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
1862-10-01 21:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,11.11,NA,NA
1862-10-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1862-10-02 07:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,7.78,NA,NA
1862-10-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
1862-10-02 14:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,20,NA,NA
1862-10-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,90
1862-10-02 21:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,10,NA,NA
1862-10-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1862-10-03 07:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,3.89,NA,NA
1862-10-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1862-10-03 14:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,17.78,NA,NA
1862-10-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
1862-10-03 21:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,12.78,NA,NA
1862-10-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
1862-10-04 07:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,7.78,NA,NA
1862-10-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,90
1862-10-04 14:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,10.56,NA,NA
1862-10-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,90
1862-10-04 21:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,3.33,NA,NA
1862-10-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,90
1862-10-05 07:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA
1862-10-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1862-10-05 14:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,11.67,NA,NA
1862-10-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1862-10-05 21:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,3.33,NA,NA
1862-10-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1862-10-06 07:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA
1862-10-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1862-10-06 14:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,11.11,NA,NA
1862-10-06 21:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,11.11,NA,NA
1862-10-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
1862-10-07 07:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,7.78,NA,NA
1862-10-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1862-10-07 14:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,16.11,NA,NA
1862-10-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1862-10-07 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,12.78,NA,NA
1862-10-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1862-10-08 07:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,15.56,NA,NA
1862-10-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
1862-10-08 14:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,18.89,NA,NA
1862-10-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
1862-10-08 21:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,10,NA,NA
1862-10-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
1862-10-09 07:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,5.56,NA,NA
1862-10-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1862-10-09 14:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-10-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,9.44,NA,NA
1862-10-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
1862-10-09 21:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA
