"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"FortPeelRiver","67.43","-135",NA,"America/Inuvik","7","71052","2201601"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"cv","wind speed","atmospheric material",NA,"okta","sub-daily","historical","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"hd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ObservationDate","cv","dd","hd","pr","ptb","pte","sd","ta","w"
1865-10-22 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA
1865-10-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,-20.56,NA
1865-10-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-10-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-22 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA
1865-10-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,-19.44,NA
1865-10-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-23 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA
1865-10-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,-15,NA
1865-10-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-10-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-23 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA
1865-10-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,-12.22,NA
1865-10-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-10-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-23 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA
1865-10-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,-15.56,NA
1865-10-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-24 07:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA
1865-10-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,-13.33,NA
1865-10-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-10-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-24 14:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA
1865-10-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,-11.11,NA
1865-10-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-10-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-24 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA
1865-10-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,-14.44,NA
1865-10-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-10-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-25 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA
1865-10-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,-13.89,NA
1865-10-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-10-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-25 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA
1865-10-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,-9.44,NA
1865-10-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-10-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-25 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA
1865-10-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,-13.89,NA
1865-10-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-10-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-26 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA
1865-10-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,-13.33,NA
1865-10-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,2
1865-10-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-26 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA
1865-10-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,-10,NA
1865-10-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-10-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-26 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA
1865-10-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,-13.89,NA
1865-10-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,2
1865-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-27 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA
1865-10-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,-15,NA
1865-10-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-10-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-27 14:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA
1865-10-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,-9.44,NA
1865-10-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-10-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-27 21:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA
1865-10-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,-14.44,NA
1865-10-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-28 07:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA
1865-10-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,-20.56,NA
1865-10-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-10-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-28 14:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA
1865-10-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,-15,NA
1865-10-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-10-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-28 21:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA
1865-10-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,-16.11,NA
1865-10-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-10-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-29 07:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA
1865-10-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,-21.11,NA
1865-10-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-10-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-29 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA
1865-10-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,-16.11,NA
1865-10-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-10-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-29 21:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA
1865-10-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,-20,NA
1865-10-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-10-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-30 07:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA
1865-10-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,-22.22,NA
1865-10-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-10-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-30 14:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA
1865-10-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,-18.89,NA
1865-10-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-10-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-30 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA
1865-10-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,-20.56,NA
1865-10-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-10-31 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-31 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA
1865-10-31 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-31 07:00:00,NA,NA,NA,NA,NA,NA,NA,-21.67,NA
1865-10-31 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-10-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-31 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA
1865-10-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,-16.67,NA
1865-10-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-10-31 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-31 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA
1865-10-31 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-10-31 21:00:00,NA,NA,NA,NA,NA,NA,NA,-19.44,NA
1865-10-31 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-11-01,NA,NA,NA,NA,"7am",NA,NA,NA,NA
1865-11-01,NA,NA,NA,NA,NA,"empty",NA,NA,NA
1865-11-01,NA,NA,NA,0,NA,NA,0,NA,NA
1865-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-01 07:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA
1865-11-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,-19.44,NA
1865-11-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,2
1865-11-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-01 14:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA
1865-11-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,-19.44,NA
1865-11-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,2
1865-11-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-01 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA
1865-11-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,-20,NA
1865-11-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,2
1865-11-02,NA,NA,NA,NA,"empty",NA,NA,NA,NA
1865-11-02,NA,NA,NA,NA,NA,"6pm",NA,NA,NA
1865-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-02,NA,NA,NA,0,NA,NA,0,NA,NA
1865-11-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-02 07:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA
1865-11-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,-20.56,NA
1865-11-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-11-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-02 14:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA
1865-11-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,-18.89,NA
1865-11-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-11-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-02 21:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA
1865-11-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,-20.56,NA
1865-11-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-11-03,NA,NA,NA,NA,"8pm",NA,NA,NA,NA
1865-11-03,NA,NA,NA,NA,NA,"empty",NA,NA,NA
1865-11-03,NA,NA,NA,0,NA,NA,0,NA,NA
1865-11-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-03 07:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA
1865-11-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,-20,NA
1865-11-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-11-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-03 14:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA
1865-11-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,-20,NA
1865-11-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-11-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-03 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA
1865-11-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,-20,NA
1865-11-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,5
1865-11-04,NA,NA,NA,NA,"empty",NA,NA,NA,NA
1865-11-04,NA,NA,NA,NA,NA,"2am",NA,NA,NA
1865-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-04,NA,NA,NA,0,NA,NA,0,NA,NA
1865-11-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-04 07:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA
1865-11-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,-21.11,NA
1865-11-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-11-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-04 14:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA
1865-11-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,-21.11,NA
1865-11-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,2
1865-11-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-04 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA
1865-11-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,-21.67,NA
1865-11-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,5
1865-11-05,NA,NA,NA,NA,"1pm",NA,NA,NA,NA
1865-11-05,NA,NA,NA,NA,NA,"empty",NA,NA,NA
1865-11-05,NA,NA,NA,0,NA,NA,0,NA,NA
1865-11-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-05 07:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA
1865-11-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,-19.44,NA
1865-11-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-11-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-05 14:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA
1865-11-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,-19.44,NA
1865-11-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-11-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-05 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA
1865-11-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,-19.44,NA
1865-11-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-11-06,NA,NA,NA,NA,"empty",NA,NA,NA,NA
1865-11-06,NA,NA,NA,NA,NA,"12pm",NA,NA,NA
1865-11-06,NA,NA,NA,50.8,NA,NA,NA,NA,NA
1865-11-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-06 07:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA
1865-11-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,-20,NA
1865-11-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-11-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-06 14:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA
1865-11-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,-19.44,NA
1865-11-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,2
1865-11-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-06 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA
1865-11-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,-20,NA
1865-11-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,5
1865-11-07,NA,NA,NA,NA,"2am",NA,NA,NA,NA
1865-11-07,NA,NA,NA,NA,NA,"4pm",NA,NA,NA
1865-11-07,NA,NA,NA,25.4,NA,NA,NA,NA,NA
1865-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-07 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA
1865-11-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,-23.33,NA
1865-11-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-11-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-07 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA
1865-11-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,-21.67,NA
1865-11-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-11-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-07 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA
1865-11-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,-25.56,NA
1865-11-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-11-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-08 07:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA
1865-11-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,-30.56,NA
1865-11-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-11-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-08 14:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA
1865-11-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,-30,NA
1865-11-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-11-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-08 21:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA
1865-11-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,-32.78,NA
1865-11-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-11-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-09 07:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA
1865-11-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,-38.33,NA
1865-11-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-11-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-09 14:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA
1865-11-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,-37.22,NA
1865-11-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-11-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-09 21:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA
1865-11-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,-34.44,NA
1865-11-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-11-10,NA,NA,NA,NA,"10am",NA,NA,NA,NA
1865-11-10,NA,NA,NA,NA,NA,"empty",NA,NA,NA
1865-11-10,NA,NA,NA,0,NA,NA,NA,NA,NA
1865-11-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-10 07:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA
1865-11-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,-33.89,NA
1865-11-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-11-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-10 14:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA
1865-11-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,-26.67,NA
1865-11-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,2
1865-11-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-10 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA
1865-11-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,-28.89,NA
1865-11-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1
1865-11-11,NA,NA,NA,NA,"empty",NA,NA,NA,NA
1865-11-11,NA,NA,NA,NA,NA,"7pm",NA,NA,NA
1865-11-11,NA,NA,NA,25.4,NA,NA,NA,NA,NA
1865-11-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-11 07:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA
1865-11-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,-23.33,NA
1865-11-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,5
1865-11-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-11 14:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA
1865-11-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,-22.22,NA
1865-11-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,5
1865-11-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
